<node>	<field>	<description>	<type>	<terms>	<pattern>	<maximum>	<minimum>	<options1>	<options2>	<options3>	<options4>	<options5>	<options6>	<options7>	<options8>
exposure	caffeine_highly_caff_soda_frequency	Caffeine Questionnaire (CAFF)- 06a. Highly Caff Soda Frequency	enum					1 Per Day | 1 Per Week | 2-3 Per Day | 2-4 Per Week | 5-6 Per Week | Never Or Less Than Once Per Week 							
exposure	caffeine_highly_caff_soda_size	Caffeine Questionnaire (CAFF)- 06b. Highly Caff Soda Size	enum					Large | Medium (One 8 Oz Serving) | Not Applicable | Small 							
exposure	caffeine_instant_coffee_frequency	Caffeine Questionnaire (CAFF)- 01a. Instant Coffee Frequency	enum					1 Per Day | 1 Per Week | 2-3 Per Day | 2-4 Per Week | 5-6 Per Week | 6 And More Per Day | Never Or Less Than Once Per Week 							
exposure	caffeine_instant_coffee_size	Caffeine Questionnaire (CAFF)- 01b. Instant Coffee Size	enum					Large | Medium (One 8 Oz Serving) | Not Applicable | Small 							
exposure	caffeine_period_average_use_reported	Caffeine RFQ- Flag - Period Over Which Average Use Reported (Average Over Lifetime or During Time Of Regular Use)	enum					Average Over Lifetime | During Time Of Regular Use 							
exposure	caffeine_periods_totaling_years	Caffeine RFQ- Flag - Periods Totaling X Amount Of Years	enum					Periods 1 Year Or More 							
exposure	caffeine_regular_cola_frequency	Caffeine Questionnaire (CAFF)- 07a. Regular Cola Frequency	enum					1 Per Day | 1 Per Week | 2-3 Per Day | 2-4 Per Week | 5-6 Per Week | Never Or Less Than Once Per Week 							
exposure	caffeine_regular_cola_size	Caffeine Questionnaire (CAFF)- 07b. Regular Cola Size	enum					Large | Medium (One 8 Oz Serving) | Not Applicable | Small 							
exposure	coffee_consumption_change_last_10years	Caffeinated Coffee Consumption- If Changes - Increase In Consumption Or Reduction In The Last 10 Years. Variable from Caffeine RFQ Form	enum					Decreased | Increased | No 							
exposure	coffee_consumption_has_changed_last_10years	Caffeinated Coffee Consumption Change In The Last 10 Years. Variable from Caffeine RFQ Form	boolean												
exposure	coffee_cups_per_week	Caffeinated Coffee-cups per week. Variable from Caffeine RFQ Form (cofcpwk)	integer												
exposure	coffee_cups_unknown	Caffeinated Coffee-cups unknown. Variable from Caffeine RFQ Form (cofcpdk)	enum					Don't Know | Refused 							
exposure	coffee_lifetime_regularly	In lifetime,regularly drunk caffeinated coffee. Variable from Caffeine RFQ Form (ccoff)	enum					Don't Know | No | Refused | Yes 							
exposure	coffee_not_periods	During this time, periods X years or more NOT regularly drinking caffeinated coffee. Variable from Caffeine RFQ Form (cofnot)	enum					Don't Know | No | Refused | Yes 							
exposure	coffee_not_start_age_period1	Period 1 NOT regularly drinking caffeinated coffee-age started. Variable from Caffeine RFQ Form (cfnta1sr)	integer			89	0								
exposure	coffee_not_start_age_period2	Period 2 NOT regularly drinking caffeinated coffee-age started. Variable from Caffeine RFQ Form (cfnta2sr)	integer			89	0								
exposure	coffee_not_start_age_period3	Period 3 NOT regularly drinking caffeinated coffee-age started. Variable from Caffeine RFQ Form (cfnta3sr)	integer			89	0								
exposure	coffee_not_stop_age_period1	Period 1 NOT regularly drinking caffeinated coffee-age stopped. Variable from Caffeine RFQ Form (cfnta1sp)	integer			89	0								
exposure	coffee_not_stop_age_period2	Period 2 NOT regularly drinking caffeinated coffee-age stopped. Variable from Caffeine RFQ Form (cfnta2sp)	integer			89	0								
exposure	coffee_not_stop_age_period3	Period 3 NOT regularly drinking caffeinated coffee-age stopped. Variable from Caffeine RFQ Form (cfnta3sp)	integer			89	0								
exposure	coffee_not_years	How many years total did you NOT regularly drink caffeinated coffee. Variable from Caffeine RFQ Form (cofnotyr)	integer												
exposure	coffee_periods_avg_years	Flag-period over which average use reported. Variable from Caffeine RFQ Form (caff_AVGLTRG)	enum					Average Over Lifetime | During Time Of Regular Use 							
exposure	coffee_periods_totaling_amount_years	The total amount of years for periods coffee was consumed.	enum					Periods Totaling 1 Year | Periods Totaling 5 Years 							
exposure	coffee_periods_totaling_years	Flag-periods totaling X amount of years. Variable from Caffeine RFQ Form (caff_NOTREGN)	integer												
exposure	coffee_start_age	Age started regularly drinking caffeinated coffee. Variable from Caffeine RFQ Form (cofagstr)	integer			89	0								
exposure	coffee_start_unknown	Age or Year started regularly drinking caffeinated coffee unknown. Variable from Caffeine RFQ Form (cofstrdk)	enum					Don't Know | Refused 							
exposure	coffee_start_year	Year started regularly drinking caffeinated coffee. Variable from Caffeine RFQ Form (cofyrstr)	integer												
exposure	coffee_stop_age	Age stopped regularly drinking caffeinated coffee. Variable from Caffeine RFQ Form (cofagstp)	integer			89	0								
exposure	coffee_stop_unknown	Age or Year stopped regularly drinking caffeinated coffee unknown. Variable from Caffeine RFQ Form (cofstpdk)	enum					Currently Drink | Don't Know | Refused 							
exposure	coffee_stop_year	Year stopped regularly drinking caffeinated coffee. Variable from Caffeine RFQ Form (cofyrstp)	integer												
exposure	combined_contraceptives_exposure	Combined Contraceptives	boolean												
exposure	cox2_inhibitor_pills_per_week	Cox-2-Inhibitor Average Dose (Tablets Per Week)	integer												
exposure	cox2_inhibitor_regular_taken	Cox-2-Inhibitor (Bextra, Cerebrex, Vioxx)- Ever Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	cox2_inhibitor_regular_taken_past_year	Cox-2-Inhibitor (Bextra, Cerebrex, Vioxx)- In The Past Year Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	cox2_inhibitor_year_start	Cox-2-Inhibitor Year Of First Use	integer												
exposure	cox2_inhibitor_year_stop	Cox-2-Inhibitor Year Of Last Use	integer												
exposure	currently_take_estrogen_progest_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 07. Currently Taking Estrogen Or Progesterone Regularly (hrt07)	boolean												
exposure	currently_take_female_hormones	Taking Female Hormones	boolean												
exposure	currently_taking_birth_control_pills_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 13. Currently Taking Birth Control Pills Regularly (hrt13)	enum					No | Unknown | Yes 							
exposure	currently_taking_hrt_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 03. Currently Taking HRT Regularly (hrt03)	boolean												
exposure	days_to_caffeine_questionnaire	Caffeine Questionnaire (CAFF)- Days From Enrollment Visit	integer												
exposure	days_to_exposure	Prior Exposure To Symptomatic Agents- Days From Enrollment Visit	integer												
exposure	days_to_hrt	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- Days From Enrollment Visit	integer												
exposure	days_to_tobacco_survey	Tobacco Use Survey (TOB)- Days From Enrollment	integer												
exposure	des_or_other	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 15b. DES Or Other (hrt15b)	string												
exposure	estrogen_exposure	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- Any Estrogen Exposure?	boolean												
exposure	estrogen_pills_per_week	Estrogen Containing Hormone Replacement Drug Average Dose (Tablets Per Week)	integer												
exposure	estrogen_regular_taken	Estrogen Containing Hormone Replacement Drug Ever Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	estrogen_regular_taken_past_year	Estrogen Containing Hormone Replacement Drug In The Past Year Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	estrogen_year_start	Estrogen Containing Hormone Replacement Drug Year Of First Use	integer												
exposure	estrogen_year_stop	Estrogen Containing Hormone Replacement Drug Year Of Last Use	integer												
exposure	ever_been_given_estrogen_injection	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 09. Ever Been Given An Estrogen Injection (hrt09)	boolean												
exposure	evista_exposure	Evista	boolean												
exposure	ex_smoking_cigarettes_per_day	Ex-Smoking - Number Of Sigaretts Per Day	integer												
exposure	ex_smoking_cigarettes_start_age	Ex-Smoking - Smoking Cigarettes Start Age	integer												
exposure	ex_smoking_cigarettes_stop_age	Ex-Smoking - Smoking Cigarettes End Age	integer												
exposure	ex_smoking_cigars_per_day	Ex-Smoking - Number Of Sigars Per Day	integer												
exposure	ex_smoking_cigars_start_age	Ex-Smoking - Smoking Cigars Start Age	integer												
exposure	ex_smoking_cigars_stop_age	Ex-Smoking - Smoking Cigars End Age	integer												
exposure	ex_smoking_pipes_per_day	Ex-Smoking - Number Of Pipes Per Day	integer												
exposure	ex_smoking_pipes_start_age	Ex-Smoking - Smoking Pipes Start Age	integer												
exposure	ex_smoking_pipes_stop_age	Ex-Smoking - Smoking Pipes End Age	integer												
exposure	exposure_level	The general level of exposure.	string												
exposure	exposure_type	The general type of exposure (e.g., radiation, alcohol, tobacco, pollutants, etc.).	string												
exposure	green_tea_cups_per_week	Caffeinated green tea-cups per week. Variable from Caffeine RFQ Form (gtecpwk)	integer												
exposure	green_tea_cups_unknown	Caffeinated green tea-cups unknown. Variable from Caffeine RFQ Form (gtecpdk)	enum					Don't Know | Refused 							
exposure	green_tea_not_periods	During this time, periods X years or more NOT regularly drinking caffeinated green tea. Variable from Caffeine RFQ Form (gtenot)	enum					Don't Know | No | Refused | Yes 							
exposure	green_tea_not_start_age_period1	Period 1 NOT regularly drinking caffeinated green tea-age started. Variable from Caffeine RFQ Form (gtnta1sr)	integer			89	0								
exposure	green_tea_not_start_age_period2	Period 2 NOT regularly drinking caffeinated green tea-age started. Variable from Caffeine RFQ Form (gtnta2sr)	integer			89	0								
exposure	green_tea_not_start_age_period3	Period 3 NOT regularly drinking caffeinated green tea-age started. Variable from Caffeine RFQ Form (gtnta3sr)	integer			89	0								
exposure	green_tea_not_stop_age_period1	Period 1 NOT regularly drinking caffeinated green tea-age stopped. Variable from Caffeine RFQ Form (gtnta1sp)	integer			89	0								
exposure	green_tea_not_stop_age_period2	Period 2 NOT regularly drinking caffeinated green tea-age stopped. Variable from Caffeine RFQ Form (gtnta2sp)	integer			89	0								
exposure	green_tea_not_stop_age_period3	Period 3 NOT regularly drinking caffeinated green tea-age stopped. Variable from Caffeine RFQ Form (gtnta3sp)	integer			89	0								
exposure	green_tea_not_years	How many years total did you NOT regularly drink caffeinated green tea. Variable from Caffeine RFQ Form (gtenotyr)	integer			89	0								
exposure	green_tea_regular_drinker	In lifetime,regularly drunk caffeinated green tea. Variable from Caffeine RFQ Form (cgtea)	enum					Don't Know | No | Refused | Yes 							
exposure	green_tea_start_age	Age started regularly drinking caffeinated green tea. Variable from Caffeine RFQ Form (gteagstr)	integer			89	0								
exposure	green_tea_start_unknown	Age or Year started regularly drinking caffeinated green tea unknown. Variable from Caffeine RFQ Form (gtestrdk)	enum					Don't Know | Refused 							
exposure	green_tea_start_year	Year started regularly drinking caffeinated green tea. Variable from Caffeine RFQ Form (gteyrstr)	integer												
exposure	green_tea_stop_age	Age stopped regularly drinking caffeinated green tea. Variable from Caffeine RFQ Form (gteagstp)	integer			89	0								
exposure	green_tea_stop_unknown	Age or Year stopped regularly drinking caffeinated green tea unknown. Variable from Caffeine RFQ Form (gtestpdk)	enum					Currently Drink | Don't Know | Refused 							
exposure	green_tea_stop_year	Year stopped regularly drinking caffeinated green tea. Variable from Caffeine RFQ Form (gteyrstp)	integer												
exposure	history_alcohol_abuse_impairment	History Alcohol Abuse - Impairment	boolean												
exposure	history_amiodaron	History of Amiodaron	boolean												
exposure	history_antidepressants	History Antidepressants	boolean												
exposure	history_antipsychotic_neuroleptic	History Antipsychotic Neuroleptic	boolean												
exposure	history_compazin	History of Compazin	boolean												
exposure	history_daily_benzodiazepine	History Daily Benzodiazepine	boolean												
exposure	history_ect	History Of ECT	boolean												
exposure	history_encephalitis	History Of Encephalitis	boolean												
exposure	history_exposure_to_chemicals	History Exposure To Chemicals	boolean												
exposure	history_exposure_to_herbicides	Had Significant Exposure To Herbicides	boolean												
exposure	history_exposure_to_pesticides	Had Significant Exposure To Pesticides	boolean												
exposure	history_haloperidol	History of Haloperidol	boolean												
exposure	history_heavy_metal_poisoning	History of Heavy Metal Poisoning	boolean												
exposure	history_major_opiates	History Major Opiates	boolean												
exposure	history_mellaril	History of Mellaril	boolean												
exposure	history_metoclopramide	History Metoclopramide	boolean												
exposure	history_monoamine_oxidase_inhibitor	History Of Monoamine Oxidase Inhibitor	boolean												
exposure	history_non_alcohol_abuse_impairment	History Non-Alcohol Abuse - Impairment	boolean												
exposure	history_of_smoking_tobacco	History Of Smoking Tobacco	enum					Ex-Smoker Of Cigarettes For 6 Months Or More | Ex-Smoker Of Cigarettes For Less Than 6 Months | More Than One | Never Smoked Cigarettes | Other | Smokes Cigarettes (Current) | Smokes Cigars (Current) | Smokes Pipe (Current) 							
exposure	history_other_medication	History of Other Medication	boolean												
exposure	history_phenergan	History of Phenergan	boolean												
exposure	history_psychiatric_illness	History Psychiatric Illness	boolean												
exposure	history_reserpine_tetrabenazine	History Reserpine and Tetrabenazine	boolean												
exposure	history_risperdal	History of Risperdal	boolean												
exposure	history_stelazin	History of Stelazin	boolean												
exposure	history_vitamin_e	History Of Vitamin E (400 IU and day >)	boolean												
exposure	ibuprofen_pills_per_week	Ibuprofen Average Dose (tablets per week)	integer												
exposure	ibuprofen_regular_taken	Ibuprofen- Ever Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	ibuprofen_regular_taken_past_year	Ibuprofen (Advil, Motrin) In The Past Year Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	ibuprofen_year_start	Ibuprofen Year Of First Use	integer												
exposure	ibuprofen_year_stop	Ibuprofen Year Of Last Use	integer												
exposure	laxative_ever_regular_used_3months	Ever Used Laxatives For 3 Months Or Longer	boolean												
exposure	laxative_past_year_regular_used_3months	Regularly Used Laxatives For 3 Months Or Longer In The Past Year	boolean												
exposure	lipid_lowering_statin_pills_per_week	Lipid Lowering Statin Average Dose (Tablets Per Week)	integer												
exposure	lipid_lowering_statin_regular_taken	Lipid Lowering Statin Drug Ever Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	lipid_lowering_statin_regular_taken_past_year	Lipid Lowering Statin Drug In The Past Year Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	lipid_lowering_statin_year_start	Lipid Lowering Statin Year Of First Use	integer												
exposure	lipid_lowering_statin_year_stop	Lipid Lowering Statin Year Of Last Use	integer												
exposure	liquor_per_week	Liquor-servings per week. Variable from Alcohol RFQ Form (lqsvwk)	integer												
exposure	liquor_unknown	Liquor-servings unknown. Variable from Alcohol RFQ Form (lqsvdk)	enum					Don't Know | Never Drank | Refused 							
exposure	lived_with_smoker	Ever Lived With A Smoker	boolean												
exposure	lived_with_smoker_past_year	Lived With A Smoker In Past Year	boolean												
exposure	months_hrt_taken_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 02b. How Long HRT Taken Regularly (months) (hrt02b)	integer												
exposure	mothers_pregnancy_complication_type	Text term used to describe complications the patient's mother experienced, associated with the mother's pregnancy or delivery.	enum					Diabetes or gestational diabetes | Eclampsia or pre-eclampsia | Growth abnormalities (restricted growth or large baby) | High or low amniotic fluid | Other | Placental abnormality | Premature labor 							
exposure	mothers_pregnancy_consumed_alcohol	Indicates whether the patient's mother consumed alcohol during her pregnancy with the patient.	enum					No | Unknown | Yes 							
exposure	mothers_pregnancy_nonperscription_drug_use	Indicates whether the patient's mother had a history of non-prescription drug use during the mother's pregnancy orprior to the delivery of the patient.	enum					No | Unknown | Yes 							
exposure	mothers_pregnancy_smoked_cigarettes	Indicates whether the patient's mother smoked cigarettes during her pregnancy with the patient.	enum					No | Unknown | Yes 							
exposure	mptp_exposure	MPTP exposure (MPTPEXP)	enum					No | Not Applicable | Yes 							
exposure	ongoing_amiodaron	Amiodaron - Currently Taking	boolean												
exposure	ongoing_compazin	Compazin - Currently Taking	boolean												
exposure	ongoing_haloperidol	Haloperidol - Currently Taking	boolean												
exposure	ongoing_mellaril	Mellaril - Currently Taking	boolean												
exposure	ongoing_metoclopramid	Metoclopramid - Currently Taking	boolean												
exposure	ongoing_other_medication	Other Medication - Currently Taking	boolean												
exposure	ongoing_phenergan	Phenergan - Currently Taking	boolean												
exposure	ongoing_risperdal	Risperdal - Currently Taking	boolean												
exposure	ongoing_stelazin	Stelazin - Currently Taking	boolean												
exposure	other_nsaid_pills_per_week	Other Nonsterodial Anti-Inflammatory (NSAID) Average Dose (Tablets Per Week)	integer												
exposure	other_nsaid_regular_taken	Other Nonsterodial Anti-Inflammatory (NSAID)- Ever Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	other_nsaid_regular_taken_past_year	Other Nonsteroidal Anti-inflammatory (NSAID) (Clinoril, Indocin, Naprocyn, Orudis, Relafen, Volatren) In The Past Year Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	other_nsaid_year_start	Other Nonsterodial Anti-Inflammatory (NSAID) Year Of First Use	integer												
exposure	other_nsaid_year_stop	Other Nonsterodial Anti-Inflammatory (NSAID) Year Of Last Use	integer												
exposure	passive_smoking_hours_per_day_home	Passive Smoking At Home Hours Per Day	number												
exposure	passive_smoking_hours_per_day_other_places	Passive Smoking At Other Places Hours Per Day	number												
exposure	passive_smoking_hours_per_day_work	Passive Smoking At Work Hours Per Day	number												
exposure	priorex_amantadine	Prior Exposure To Symptomatic Agents- 02a. Amantadine	boolean												
exposure	priorex_anticholinergic	Prior Exposure To Symptomatic Agents- 02b. Anticholinergic	boolean												
exposure	priorex_da_agonist	Prior Exposure To Symptomatic Agents- 02c. DA Agonist	boolean												
exposure	priorex_discont_symptom_therapy	Prior Exposure To Symptomatic Agents- 01. Discontinued Symptomatic Therapy To Be Eligible	boolean												
exposure	priorex_l_dopa	Prior Exposure To Symptomatic Agents- 02d. L-Dopa	boolean												
exposure	priorex_moa_b_inhibitor	Prior Exposure To Symptomatic Agents- 02e. MOA-B Inhibitor	boolean												
exposure	priorex_other	Prior Exposure To Symptomatic Agents- 02f. Other	boolean												
exposure	priorex_risk_factor_meds	Did You Take Any Of The Following Medications	boolean												
exposure	progesteron_progestin_exposure	Proesteron/Progestin	boolean												
exposure	progesterone_pills_per_week	Progesterone Containing Hormone Replacement Drug Average Dose (Tablets Per Week)	integer												
exposure	progesterone_regular_taken	Progesterone Containing Hormone Replacement Drug Ever Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	progesterone_regular_taken_past_year	Progesterone Containing Hormone Replacement Drug In The Past Year Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	progesterone_year_start	Progesterone Containing Hormone Replacement Drug Year Of First Use	integer												
exposure	progesterone_year_stop	Progesterone Containing Hormone Replacement Drug Year Of Last Use	integer												
exposure	received_hormones_to_dry_up_breast_milk	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 16a. Received Hormones To Dry Up Breast Milk (hrt16a)	boolean												
exposure	received_hormones_to_prevent_miscarriages	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 15a. Received Hormones To Prevent Miscarriages (hrt15a)	boolean												
exposure	red_wine_per_week	Red Wine-servings per week. Variable from Alcohol RFQ Form (rwsvwk)	integer												
exposure	red_wine_unknown	Red Wine-servings unknown. Variable from Alcohol RFQ Form (rwsvdk)	enum					Don't Know | Never Drank | Refused 							
exposure	smoke_cigarettes_now	Smoking and Tobacco- Do You Smoke Cigarettes Now	boolean												
exposure	smoked_past	Smoked in the past	boolean												
exposure	smokeless_tobacco_age_at_assessment	Age in years at Assessment Date. Variable from Smoking and Tobacco RFQ Form (smoktob_ageassess)	integer			89	0								
exposure	smokeless_tobacco_age_at_assessment_gt89	Age in years at Assessment Date greater than 89. Variable from Smoking and Tobacco RFQ Form (smoktob_ageassess_g t89)	boolean												
exposure	smokeless_tobacco_ever_used	Tobacco Use Survey (TOB)- 07. Ever Used Smokeless Tobacco (tob07)	boolean												
exposure	smokeless_tobacco_now	Tobacco Use Survey (TOB)- 09. Smokeless Tobacco Now (tob09)	boolean												
exposure	smokeless_tobacco_regular	In lifetime,regularly used smokeless tobacco. Variable from Smoking and Tobacco RFQ Form (CHWREG)	enum					Don't Know | No | Refused | Yes 							
exposure	smokeless_tobacco_start_age	Age started regularly using smokeless tobacco. Variable from Smoking and Tobacco RFQ Form (CHWAGSTR)	integer			89	0								
exposure	smokeless_tobacco_start_unknown	Age or Year started regularly using smokeless tobacco unknown. Variable from Smoking and Tobacco RFQ Form (CHWSTRDK)	enum					Don't Know | Refused 							
exposure	smokeless_tobacco_start_year	Year started regularly using smokeless tobacco. Variable from Smoking and Tobacco RFQ Form (CHWYRSTR)	integer												
exposure	smokeless_tobacco_stop_age	Age stopped regularly using smokeless tobacco. Variable from Smoking and Tobacco RFQ Form (CHWAGSTP)	integer			89	0								
exposure	smokeless_tobacco_stop_unknown	Age or Year stopped regularly using smokeless tobacco unknown. Variable from Smoking and Tobacco RFQ Form (CHWSTPDK)	enum					Currently Use | Don't Know | Refused 							
exposure	smokeless_tobacco_stop_year	Year stopped regularly using smokeless tobacco. Variable from Smoking and Tobacco RFQ Form (CHWYRSTP)	integer												
exposure	smokeless_tobacco_total_years	The total number of years study subject used smokeless tobacco.	integer			89	0								
exposure	smokeless_tobacco_years	Years subject used smokeless tobacco.	number												
exposure	smoking_amount	On average, how many cigarettes do you smoke per day?	integer												
exposure	smoking_cigarettes_not_amount_years	The total amount of years for periods cigarettes were not regularly smoked.	enum					Periods 1 Year Or More Not Regularly Smoking Cigarettes | Periods 5 Years Or More Not Regularly Smoking Cigarettes 							
exposure	smoking_cigarettes_over_100	In lifetime, smoked 100 or more cigarettes. Variable from Smoking and Tobacco RFQ Form (CIGLF100)	enum					Don't Know | No | Refused | Yes 							
exposure	smoking_cigarettes_packs_per_day	Cigarettes-packs per day. Variable from Smoking and Tobacco RFQ Form (CGPKDY)	number												
exposure	smoking_cigarettes_per_day	Cigarettes-per day. Variable from Smoking and Tobacco RFQ Form (CGDY)	integer												
exposure	smoking_cigarettes_periods_avg_years	The method periods average years smoking cigarettes was determined.	enum					Average Over Lifetime | During Time of Regular Use 							
exposure	smoking_cigarettes_regularly	In lifetime,regularly smoked cigarettes. Variable from Smoking and Tobacco RFQ Form (CIGLFREG)	enum					Don't Know | No | Refused | Yes 							
exposure	smoking_cigarettes_start_age	Age started regularly smoking cigarettes. Variable from Smoking and Tobacco RFQ Form (CIGAGSTR)	integer			89	0								
exposure	smoking_cigarettes_start_unknown	Age or Year started smoking cigarettes unknown. Variable from Smoking and Tobacco RFQ Form (CIGSTRDK)	enum					Don't Know | Refused 							
exposure	smoking_cigarettes_start_year	Year started regularly smoking cigarettes. Variable from Smoking and Tobacco RFQ Form (CIGYRSTR)	integer												
exposure	smoking_cigarettes_stop_age	Age stopped regularly smoking cigarettes. Variable from Smoking and Tobacco RFQ Form (CIGAGSTP)	integer			89	0								
exposure	smoking_cigarettes_stop_unknown	Age or Year stopped smoking cigarettes unknown. Variable from Smoking and Tobacco RFQ Form (CIGSTPDK)	enum					Currently Smoke | Don't Know | Refused 							
exposure	smoking_cigarettes_stop_year	Year stopped regularly smoking cigarettes. Variable from Smoking and Tobacco RFQ Form (CIGYRSTP)	integer												
exposure	smoking_cigarettes_unknown	Cigarettes-unknown. Variable from Smoking and Tobacco RFQ Form (CGDYDK)	enum					Don't Know | Refused 							
exposure	smoking_cigars_per_day	Cigars (Per Day). Variable from Smoking and Tobacco RFQ Form	integer												
exposure	smoking_cigars_start_age	Smoking Cigars Start Age. Variable from Smoking and Tobacco RFQ Form	integer												
exposure	smoking_ever_regular_3months	Ever Smoked Regularly For 3 Months Or More	boolean												
exposure	smoking_last_stop	At what age did you last stop smoking cigarettes?	integer												
exposure	smoking_no_cigarettes_periods	During this time, periods X years or more NOT regularly smoking cigarettes. Variable from Smoking and Tobacco RFQ Form (CIGNOT)	enum					Don't Know | No | Refused | Yes 							
exposure	smoking_no_cigarettes_start_age_period1	Period 1 NOT regularly smoking cigarettes-age started. Variable from Smoking and Tobacco RFQ Form (CGNTA1SR)	integer			89	0								
exposure	smoking_no_cigarettes_start_age_period2	Period 2 NOT regularly smoking cigarettes-age started. Variable from Smoking and Tobacco RFQ Form (CGNTA2SR)	integer			89	0								
exposure	smoking_no_cigarettes_start_age_period3	Period 3 NOT regularly smoking cigarettes-age started. Variable from Smoking and Tobacco RFQ Form (CGNTA3SR)	integer			89	0								
exposure	smoking_no_cigarettes_stop_age_period1	Period 1 NOT regularly smoking cigarettes-age stopped. Variable from Smoking and Tobacco RFQ Form (CGNTA1SP)	integer			89	0								
exposure	smoking_no_cigarettes_stop_age_period2	Period 2 NOT regularly smoking cigarettes-age stopped. Variable from Smoking and Tobacco RFQ Form (CGNTA2SP)	integer			89	0								
exposure	smoking_no_cigarettes_stop_age_period3	Period 3 NOT regularly smoking cigarettes-age stopped. Variable from Smoking and Tobacco RFQ Form (CGNTA3SP)	integer			89	0								
exposure	smoking_no_cigarettes_total_years	How many years total did you NOT regularly smoke cigarettes. Variable from Smoking and Tobacco RFQ Form (CIGNOTYR)	integer												
exposure	smoking_past_3months_regular_10cigarettes_day	10 Cigarettes Per Day Or More For Past 3 Months Or Longer In The Past Year	boolean												
exposure	smoking_periods_avg_years	Flag-period over which average use reported. Variable from Smoking and Tobacco RFQ Form (smok_avgltrg)	enum					Average Over Lifetime | During Time Of Regular Use 							
exposure	smoking_periods_totaling_years	Flag-periods totaling X amount of years. Variable from Smoking and Tobacco RFQ Form (smok_NOTREGN)	integer												
exposure	smoking_pipes_per_day	Pipes (Per Day). Variable from Smoking and Tobacco RFQ Form	integer												
exposure	smoking_pipes_start_age	Smoking Pipes Start Age. Variable from Smoking and Tobacco RFQ Form	integer												
exposure	smoking_start	At what age did you first start smoking cigarettes?	integer												
exposure	smoking_stop	How long ago did you stop smoking?	integer												
exposure	smoking_years	How many total years have you smoked cigarettes? (Subtract any years that you may have quit.)	integer												
exposure	snuff_how_many_cans	Tobacco Use Survey (TOB)- 11a. How Many Cans Of Snuff (tob11a)	integer												
exposure	snuff_how_many_cans_units	Tobacco Use Survey (TOB)- 11b How Many Cans Of Snuff  (years, months, weeks or days) (tob11b)	enum					Days | Months | Weeks | Years 							
exposure	stop_smoking	Did You Stop Smoking. Variable from Smoking and Tobacco RFQ Form	boolean												
exposure	taken_birth_control_pills_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 11. Taken Birth Control Pills Regularly (hrt11)	boolean												
exposure	tamoxifen_exposure	Tamoxifen	boolean												
exposure	tobacco_smoking_status		enum	_terms.yaml#/tobacco_smoking_status				1 | 2 | 3 | 4 | 5 | 6 | 7 | Unknown 							
exposure	tobacco_use	Tobacco use	enum					Current | Former | Never 							
exposure	used_estrogen_or_progest_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 05. Used Estrogen Or Progesterone Regularly (hrt05)	enum					No | Unknown | Yes 							
exposure	used_estrogen_progest_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 05. Used Estrogen Or Progesterone Regularly (hrt05)	boolean												
exposure	used_hrt_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 01. Used HRT Regularly (hrt01)	boolean												
exposure	white_wine_per_week	White Wine-servings per week. Variable from Alcohol RFQ Form (wwsvwk)	integer												
